Date;Open;High;Low;Close
01/06/2017;0.243946;0.336797;0.243946;0.333657
02/06/2017;0.333645;0.335809;0.290710;0.303448
03/06/2017;0.300460;0.310863;0.277563;0.294580
04/06/2017;0.298386;0.313944;0.277185;0.299413
05/06/2017;0.299862;0.302394;0.284600;0.294003
06/06/2017;0.294028;0.294537;0.276248;0.284548
07/06/2017;0.284677;0.298379;0.278874;0.279783
08/06/2017;0.280902;0.298570;0.276441;0.289678
09/06/2017;0.289695;0.299493;0.285884;0.286019
10/06/2017;0.285806;0.288991;0.257879;0.260874
11/06/2017;0.259445;0.277735;0.259113;0.272759
12/06/2017;0.273075;0.283290;0.247476;0.253964
13/06/2017;0.253823;0.274659;0.252200;0.266153
14/06/2017;0.265823;0.307854;0.263202;0.278447
15/06/2017;0.278196;0.278923;0.240868;0.259266
16/06/2017;0.259473;0.266211;0.252408;0.262068
17/06/2017;0.262358;0.270717;0.258105;0.268351
18/06/2017;0.268085;0.289468;0.265078;0.284600
19/06/2017;0.283977;0.296068;0.280233;0.296068
20/06/2017;0.292194;0.339533;0.290147;0.324427
21/06/2017;0.324623;0.327760;0.283614;0.296366
22/06/2017;0.299886;0.305852;0.291519;0.297848
23/06/2017;0.297718;0.320751;0.295551;0.319978
24/06/2017;0.319188;0.327117;0.306487;0.311110
25/06/2017;0.310816;0.311157;0.289148;0.298423
26/06/2017;0.298770;0.301980;0.260819;0.277288
27/06/2017;0.277288;0.278810;0.251052;0.276306
28/06/2017;0.275391;0.281490;0.267840;0.280455
29/06/2017;0.280565;0.280873;0.264175;0.265421
30/06/2017;0.266060;0.269160;0.262242;0.262930
01/07/2017;0.262855;0.263053;0.252966;0.254744
02/07/2017;0.254512;0.259951;0.250944;0.259449
03/07/2017;0.258977;0.262354;0.255666;0.259959
04/07/2017;0.259841;0.262258;0.254387;0.254709
05/07/2017;0.255125;0.261713;0.254275;0.256523
06/07/2017;0.256374;0.257148;0.253303;0.254641
07/07/2017;0.254858;0.255431;0.238892;0.239480
08/07/2017;0.239741;0.239741;0.221769;0.236134
09/07/2017;0.236884;0.248501;0.233416;0.233416
10/07/2017;0.234067;0.234067;0.185418;0.203165
11/07/2017;0.196415;0.203320;0.168265;0.185019
12/07/2017;0.184198;0.205898;0.177162;0.205354
13/07/2017;0.205873;0.230452;0.193357;0.200809
14/07/2017;0.200819;0.201156;0.183369;0.190769
15/07/2017;0.190976;0.191167;0.167118;0.170589
16/07/2017;0.169480;0.172575;0.119770;0.148056
17/07/2017;0.150146;0.179604;0.141425;0.177889
18/07/2017;0.179668;0.195807;0.165966;0.188718
19/07/2017;0.188498;0.188533;0.158188;0.168388
20/07/2017;0.170017;0.192918;0.167718;0.188295
21/07/2017;0.189430;0.190708;0.181098;0.182608
22/07/2017;0.182168;0.195009;0.181447;0.193320
23/07/2017;0.193568;0.204121;0.188722;0.195058
24/07/2017;0.194979;0.195279;0.189835;0.192002
25/07/2017;0.192280;0.192734;0.169797;0.178104
26/07/2017;0.177582;0.180872;0.169060;0.173822
27/07/2017;0.175210;0.176602;0.171980;0.173457
28/07/2017;0.173211;0.174078;0.162183;0.165937
29/07/2017;0.165218;0.171566;0.155475;0.169871
30/07/2017;0.169494;0.170411;0.164094;0.165082
31/07/2017;0.165050;0.169535;0.162002;0.167386
01/08/2017;0.168024;0.178332;0.166124;0.177053
02/08/2017;0.177531;0.179655;0.171618;0.173113
03/08/2017;0.173218;0.175969;0.171730;0.174612
04/08/2017;0.174555;0.176053;0.172224;0.173743
05/08/2017;0.173865;0.187844;0.173267;0.184737
06/08/2017;0.185398;0.189486;0.180298;0.180444
07/08/2017;0.179716;0.181847;0.177605;0.179021
08/08/2017;0.179602;0.194391;0.178487;0.192586
09/08/2017;0.192527;0.192914;0.180629;0.182947
10/08/2017;0.183168;0.183500;0.180013;0.180399
11/08/2017;0.180175;0.182631;0.177627;0.179307
12/08/2017;0.179221;0.182599;0.173242;0.173853
13/08/2017;0.173545;0.174147;0.162625;0.168092
14/08/2017;0.168376;0.180054;0.165289;0.169991
15/08/2017;0.169790;0.169790;0.158244;0.161221
16/08/2017;0.161238;0.161726;0.153087;0.160431
17/08/2017;0.160787;0.161001;0.155909;0.157498
18/08/2017;0.157117;0.168716;0.154162;0.158883
19/08/2017;0.159553;0.162348;0.152305;0.155057
20/08/2017;0.154569;0.161205;0.153432;0.158735
21/08/2017;0.158410;0.205684;0.154856;0.191918
22/08/2017;0.194971;0.254659;0.171483;0.239286
23/08/2017;0.240987;0.297662;0.219992;0.246827
24/08/2017;0.252371;0.288783;0.212543;0.218958
25/08/2017;0.217200;0.232184;0.203022;0.217828
26/08/2017;0.218256;0.229086;0.210324;0.212577
27/08/2017;0.212617;0.212617;0.197717;0.202995
28/08/2017;0.203425;0.236260;0.196610;0.224508
29/08/2017;0.224026;0.225926;0.214867;0.218564
30/08/2017;0.218871;0.229805;0.217476;0.228006
31/08/2017;0.227558;0.261038;0.225907;0.255630
01/09/2017;0.255803;0.256162;0.243833;0.248479
02/09/2017;0.249348;0.249680;0.217774;0.226669
03/09/2017;0.227229;0.236443;0.218662;0.228811
04/09/2017;0.228781;0.228781;0.195960;0.204968
05/09/2017;0.205110;0.218674;0.190232;0.215189
06/09/2017;0.214951;0.226860;0.214805;0.226186
07/09/2017;0.226382;0.227210;0.219618;0.223640
08/09/2017;0.223615;0.224308;0.206103;0.211518
09/09/2017;0.211293;0.211892;0.206395;0.209995
10/09/2017;0.209606;0.216529;0.197605;0.213031
11/09/2017;0.212513;0.220057;0.210353;0.214441
12/09/2017;0.214860;0.220623;0.207608;0.209303
13/09/2017;0.209630;0.209674;0.196179;0.200778
14/09/2017;0.200427;0.202010;0.164167;0.164167
15/09/2017;0.165035;0.189184;0.150973;0.181358
16/09/2017;0.181925;0.187417;0.172279;0.179082
17/09/2017;0.178377;0.181121;0.171017;0.178393
18/09/2017;0.178309;0.190019;0.178309;0.189768
19/09/2017;0.189819;0.190680;0.181334;0.184041
20/09/2017;0.183710;0.186229;0.180333;0.182078
21/09/2017;0.180981;0.182109;0.171148;0.171754
22/09/2017;0.171567;0.175870;0.169291;0.173510
23/09/2017;0.173371;0.178672;0.171527;0.177882
